Month,Year,GP_Index_No,pluno,Item_Name,Net_Qty,O_B,Closing_Stock
June,2023,I/009254E,9254,DET PDR ARIEL 500GM,49,126,77
June,2023,I/009255L,9255,SURF EXCEL  Q/ WASH 500 GMS,32,31,95
June,2023,I/009259U,9259,UJALA DETERGENT PDR 900G,45,75,30
June,2023,I/009260T,9260,W/POWDER NIRMA 1 Kg.,48,113,140
June,2023,I/009261K,9261,D/PDR SUPER NIRMA 500GMS,39,50,11
June,2023,I/009262X,9262,W/POWDER NIRMA SUPER 1 KG,9,16,7
June,2023,I/009263U,9263,UJALA TECHNO BRITE DET PDR 1 KG,16,24,8
June,2023,I/009266H,9266,HENKO DETERGENT PDR 500G,79,340,261
June,2023,I/009267H,9267,HENKO DETERGENT PDR 3.KG,43,41,48
June,2023,I/009269G,9269,GHADI DETERGENT 1.5 KG,38,60,22
June,2023,I/009284X,9284,DET/POWDER TIDE 425 GM,79,79,96
June,2023,I/009286S,9286,SURF EXCEL BLUE  EASY WASH 3 KG,8,7,39
June,2023,I/009287S,9287,SURF EXCEL MATIC 1 KG F LOAD,12,12,48
June,2023,I/009292M,9292,MR. WHITE DET PDR 3KG ACTIVE POWER,13,51,38
June,2023,I/009293G,9293,TIDE POWDER L&M 500GM,209,280,71
June,2023,I/009298E,9298,RIN   DET POWDER  1 KG,25,25,100
June,2023,I/009306H,9306,HENKO BAR 400GM,488,1703,1815
June,2023,I/009320H,9320,HENKO DETERGENT PDR 5KG,28,85,117
June,2023,I/009321L,9321,W/PWDR HENKO STAIN 1 KG,56,60,154
June,2023,I/009322P,9322,W/POWDER HENKO MATIC 1 KG,13,60,47
June,2023,I/009325S,9325,DET/POWDER TIDE 2 KG,38,50,72
June,2023,I/009326T,9326,TIDE DET. POWDER 4 KG,25,25,50
June,2023,I/009332L,9332,SOAP FENA CAKE 250 GMS,10,0,290
June,2023,I/009337G,9337,GHADI WASHING SOAP 300,172,550,378
June,2023,I/009340D,9340,SOAP HENKO BAR 250G,366,1086,1320
June,2023,I/009342S,9342,SURF EXCEL DETERGENT LIQUID 1050ML,36,0,24
June,2023,I/009351A,9351,LAKME ROSE PDR 40GM,3,3,0
June,2023,I/009370H,9370,HENKO MATIC DT PDR TOP LOAD 1KG,3,16,37
June,2023,I/009371H,9371,HENKO MATIC  DT PDR FRONT LOAD  1KG,1,33,56
June,2023,I/009372H,9372,HENKO MATIC FRONT LOAD 2KG,2,42,40
June,2023,I/009397K,9397,NAVRATNA COOL TALC 400 GM,41,41,0
June,2023,I/009399K,9399,DENVER BLACK CODE COLONGE TALC 300,30,87,57
June,2023,I/009420L,9420,T/PDR  NYCIL 200G,4,4,0
June,2023,I/009421P,9421,PRICKLY HEAT NYCIL SANDLWOOD,2,2,0
June,2023,I/009423F,9423,FA TALC 400G,8,23,15
June,2023,I/009427E,9427,T/PDR WILD STONE 300GMS  ULTRA,24,39,15
June,2023,I/009428T,9428,T/PDR WILD STONE 300GMS HYDRA,32,47,111
June,2023,I/009450A,9450,T/POWDER PONDS 100 gms.,78,78,0
June,2023,I/009451D,9451,T/POWDER PONDS 200 GMS.,1,1,0
June,2023,I/009452E,9452,T/POWDER PONDS 400 GMS,25,0,75
June,2023,I/009457S,9457,J&J BABY POWDER 400 GMS,11,18,103
June,2023,I/009458L,9458,J&J BABY PDR BLOSSOM 200G,17,39,22
June,2023,I/009460X,9460,J&J SHOWER TO SHOWER 150GM,15,43,28
June,2023,I/009480H,9480,HIMAL/ BABY POWDER 200GM,12,12,0
June,2023,I/009489Y,9489,PANTENE SHAMPOO 675 ML,14,31,77
June,2023,I/009501S,9501,J&J BABY SHAMPOO 200 ML,19,36,17
June,2023,I/009502P,9502,SHMPOO SUNSILK BLCK 340 ML,67,64,57
June,2023,I/009509P,9509,SHAMPOO SUNSILK PINK 340 ML,1,1,0
June,2023,I/009519L,9519,SHAMPOO PANTENE 180ML HAIR FALL,24,97,185
June,2023,I/009521H,9521,SHAMPOO CLINIC PLUS 175 ML,3,3,0
June,2023,I/009526H,9526,SHAMPOO H/SHOULDER 170ML,33,33,112
June,2023,I/009528A,9528,SHAMPOO H/SHOULDER 340 ML,29,91,122
June,2023,I/009563S,9563,PANTENE SHAMPOO 360 ML,10,41,31
June,2023,I/009594T,9594,H/OIL SILK N SHINE 50ML,2,103,101
June,2023,I/009595E,9595,H/OIL SILK N SHINE 100ML,14,93,79
June,2023,I/009596L,9596,H/OIL ALMOND DROPS 100 ML,11,11,200
June,2023,I/009597P,9597,H/OIL HAIR & CARE 100 ML,67,126,59
June,2023,I/009599Y,9599,HAIR  N CARE NON STKY 300MLH/OIL,39,35,116
June,2023,I/009611S,9611,HIMANI NAVRATNA H OIL 200ML,56,69,13
June,2023,I/009612T,9612,HIMANI NAVRATNA H OIL 300ML,24,29,53
June,2023,I/009616H,9616,HAIR&CARE ALMOND GOLD 200ML HAIR,1,0,71
June,2023,I/009627K,9627,HAIROIL KEOKARPIN 200ML,2,0,78
June,2023,I/009641D,9641,CLEAR ANTI DANDRUFF HAIR OIL 150 ML,10,0,50
June,2023,I/009644G,9644,PARACHUTE AYURVEDIC OIL 190 ML,7,24,17
June,2023,I/009645D,9645,DABUR AMLA HAIR OIL 500 ML,8,0,112
June,2023,I/009647H,9647,NAVRATNA EXTRA THANDA OIL 200ML,8,8,0
June,2023,I/009660D,9660,H/OIL SHANTI AMLA 300ML,73,39,206
June,2023,I/009666S,9666,H/OIL DABUR VATIKA 300 ML,8,0,82
June,2023,I/009667B,9667,H/O BAJAJ ALMOND DROPS 200ML,24,0,51
June,2023,I/009675K,9675,KESH KING AYURVEDIC MIDICINAL OIL,23,90,67
June,2023,I/009685P,9685,H/OIL HAIR & CARE 200 ML,6,0,138
June,2023,I/009686H,9686,H/OIL PARCHUTE JASMINE 200 ML,79,112,33
June,2023,I/009689T,9689,BABY OIL DABUR LAL 60 ML,35,84,49
June,2023,I/009697H,9697,BABY OIL HIMALYA 200ML,8,9,1
June,2023,I/009732S,9732,H/DYE L O GARNIER NO-1 100ML,13,0,59
June,2023,I/009734K,9734,H/DYE GARNIER NO-316 100ML,6,8,2
June,2023,I/009742U,9742,REVLON HAIR COLOUR,3,12,9
June,2023,I/009743K,9743,"WHISPER CHOICE 7""S PACK SANITRY",119,230,111
June,2023,I/009744W,9744,WHISPER ULTRA 8'S,30,135,105
June,2023,I/009745W,9745,WHISPER ULTRA 7 S,55,106,51
June,2023,I/009746W,9746,WHISPER MAXI  FIT 15 PADS,16,21,95
June,2023,I/009747K,9747,"WHISPER ULTRA CLEAN 15""S PACK",89,137,96
June,2023,I/009750P,9750,PAMPERS DIAPER LARGE 18 PACK,7,22,15
June,2023,I/009754S,9754,"WHISPER  MAXI FIT 8""",25,118,93
June,2023,I/009756K,9756,"STAYFREE  SECURE DRY WINGS 7 ,N",35,108,73
June,2023,I/009758A,9758,S/T NEW STAYFREE COTTONY 7 S,25,30,113
June,2023,I/009772L,9772,S/T STAYFREE   DRY  MAX 16 PADS,2,0,94
June,2023,I/009793M,9793,PAMPERS BABY DRY DISPOSABLE,7,97,90
June,2023,I/009794L,9794,PAMPERS BABY DRY DISPOSABLE,10,69,59
June,2023,I/009795P,9795,PAMPERS ACTIVE 18 L DIAPER,18,32,14
June,2023,I/009796H,9796,PAMPERS PREMIUM CARE PANTS NB S24,10,40,30
June,2023,I/009807P,9807,PAMPERS BABY DRY PANTS DIAPERS L-30,8,24,16
June,2023,I/009808P,9808,PAMPERS PANTS V/PACK DIAPERS XL-26,7,24,41
June,2023,I/009809P,9809,PAMPERS ALL ROUND DIAPERS M-50,5,21,16
June,2023,I/009810P,9810,PAMPERS ACTIVE 46 S BABY,1,15,26
June,2023,I/009811P,9811,PAMPERS ACTIVE 62 M BABY DIAPER,4,28,54
June,2023,I/009812P,9812,PAMPERS ACTIVE 50 L BABY DIAPER,3,13,40
June,2023,I/009813P,9813,PAMPERS ACTIVE 32 XL BABY DIAPER,2,14,24
June,2023,I/009815H,9815,HIMALYA BABY DIAPERS,4,6,2
June,2023,I/009828K,9828,JHONSON BABY SKINCARE WIPES 80N,3,60,57
June,2023,I/009843H,9843,HIMA/ GENTLE BABY WIPES -72.S,21,32,11
June,2023,I/009844G,9844,TEDDY WET BABY WIPES,20,113,93
June,2023,I/009850L,9850,PAPERBOX TISSUE 120 GM,1,3,2
June,2023,I/009851T,9851,PAPERBOX TOILET ROLL ULTRA SOFT,17,17,0
June,2023,I/009852P,9852,PAPER BOX TOILET ROLL 6 X 100,1,1,0
June,2023,I/009853P,9853,PAPER TISSUE  ULTRA SOFT 20 X 20,51,65,14
June,2023,I/009871L,9871,COMFORT FABRIC COND GREEN 860ML,7,7,0
June,2023,I/009872K,9872,COMFORT FABRIC COND PINK 860ML,53,80,27
June,2023,I/009876Y,9876,REVIVE LIQUID STIFFNER,2,2,0
June,2023,I/009878U,9878,UJALA STIFF &SHINE 200ML,15,43,28
June,2023,I/009889V,9889,VANISH LIQUID FABRIC STAIN REMOVER,13,54,145
June,2023,I/009890C,9890,COMFORT- F/ CONDITIONER 800ML,55,57,66
June,2023,I/009894V,9894,VANISH STAIN REMOVER 240 GM,24,264,312
June,2023,I/009899V,9899,VANISH LIQUID STAIN REMOVER 500ML,20,93,145
June,2023,I/009953W,9953,WHISPER ULTRA,5,7,92
June,2023,I/009972L,9972,NATURAL GOLD BRIDAL FACIAL KIT,1,9,8
June,2023,I/009975S,9975,SESA HAIR FALL SHAMPOO 100ML,7,11,4
June,2023,I/009978S,9978,SESA HAIR COLOUR BUGANDY 50ML,1,22,21
June,2023,I/009979S,9979,SESA HAIR COLOUR BLACK 50ML,8,37,29
June,2023,I/090016T,90016,TULIPS TOOTH PICKS 250S JAR,9,59,50
June,2023,II/005020S,5020,EXO SAFAI LARGE,113,149,36
June,2023,II/005050V,5050,VIM BAR MULTY PACK 200G*3,73,261,388
June,2023,II/005051P,5051,PRIL UNTENSIL LIQUID 225ML,6,192,186
June,2023,II/005052V,5052,VIM DROP ACTIVE GEL 250ML,38,200,162
June,2023,II/005053E,5053,EXO DISH WASH ROUND BAR 500G,101,1074,1096
June,2023,II/005053E,5053,EXO DISH WASH ROUND BAR 500G,57,1074,1096
June,2023,II/005054P,5054,PRIL LIQUID 425ML,18,71,53
June,2023,II/005058V,5058,VIM DOUBLE POWER GEL LEMON 750ML,23,194,231
June,2023,II/005064E,5064,EXO DISH WASH BAR 700G ROUND,18,213,217
June,2023,II/005064E,5064,EXO DISH WASH BAR 700G ROUND,38,213,217
June,2023,II/005065K,5065,DETTOL KITCHE DISH & SLAB GEL,5,96,91
June,2023,II/005067D,5067,DETTOL KITC DISH SLAB GEL 400ML,5,259,302
June,2023,II/005069D,5069,DETTOL DISH  SLAB GEL LEMON ML,3,131,164
June,2023,II/005073E,5073,EXO SUPER GEL GINGER D/WASH,3,179,176
June,2023,II/005099K,5099,PRIL 2 LTR JAR,4,9,17
June,2023,II/005100P,5100,PRIL KRAFT GEL LIQUID 750ML,8,32,24
June,2023,II/008032D,8032,ROOM FRESHNER ODONIL 160G,10,14,4
June,2023,II/008033E,8033,ROOM FRESHNER PRRM.150G,11,22,11
June,2023,II/013000K,13000,GODREJ AIR CLICK COOL BLUE10GM,4,14,10
June,2023,II/013002A,13002,AER GEL CAR FRESHNER ASSORTED,2,7,5
June,2023,II/013037A,13037,AMBIPUR CAR FRESHNER STARTER,2,15,13
June,2023,II/013038A,13038,AMBIPUR CAR FRESHNER REFILLS,3,12,9
June,2023,II/013039R,13039,AIR FRESHNER 275ML ROSE,12,123,111
June,2023,II/013046O,13046,ROOM FRESHING GEL 75G  ODONIL,117,168,51
June,2023,II/013077A,13077,AGARBATI SAISHAKTI 3 IN 1,66,0,534
June,2023,II/013122T,13122,HARIDARSHAN DHOOP,228,229,1
June,2023,II/013136A,13136,AGARBATTI CYCLE 25 STICKS,296,0,424
June,2023,II/013141A,13141,AGARBATHI CYCLE 3IN 1 95GM,99,99,0
June,2023,II/013181B,13181,BAJAJ P/COOKER 3LTR MODEL PCX3,1,0,4
June,2023,II/014028E,14028,KINFE & PEELER 3 PSC SET,8,83,75
June,2023,II/015038A,15038,VACUUM BOTTLE 1000ML MILTON,38,47,39
June,2023,II/016008M,16008,TREO BEER MUG 385 ML(SET OF 2),6,24,18
June,2023,II/017210T,17210,LIZOL DIS 2 LITRE,12,17,5
June,2023,II/018029S,18029,INDUCTION COOKER WITH COOKIN PAN,1,0,5
June,2023,II/018033P,18033,PHILIPS INDUCTION COOK,2,0,7
June,2023,II/018141S,18141,PRESTIGE G/STOVE AUTO IGNITION,1,1,0
June,2023,II/018172X,18172,BAJAJ G/STOVE 2 B IX=2,2,0,2
June,2023,II/018207D,18207,GAS LIGHTER CAPTAIN S/S,9,0,91
June,2023,II/018277B,18277,NON STICK KADHAI 240MM BAJAJ,2,0,7
June,2023,II/018399S,18399,MAGMA AMBROSIA 2500 STANLESS STEEL,1,1,0
June,2023,II/018565F,18565,ALUMINIUM FOIL FLORA SMART WRAP,20,198,178
June,2023,II/018575P,18575,ALUMINIUM FOIL 21 MTR    PAM,10,11,101
June,2023,II/018576Q,18576,ALUMINIUM FOIL 9 MTR 300MM,57,75,118
June,2023,II/020970B,20970,BAJAJ GRACE LX EE CF 1200MM MTT,1,0,3
June,2023,II/021004P,21004,"C/FAN BAJAJ GRACE HS 56""WHITE",2,0,2
June,2023,II/021090F,21090,PEDESTAL FAN BAJAJ AIR STREAM 400MM,1,0,1
June,2023,II/021142K,21142,JMG INALSA PULL OUT 2JAR,1,3,2
June,2023,II/021189H,21189,BAJAJ HAND BLENDER HB 21,4,0,4
June,2023,II/021193M,21193,PANASONIC MIXER G MX AC 300 3 JAR,1,0,3
June,2023,II/021209P,21209,PHILIPS STEAM IRON,7,7,0
June,2023,II/021242A,21242,IRON PHILIPS L/W 1182,4,0,20
June,2023,II/021366H,21366,IMMERSION ROD BAJAJ,2,0,48
June,2023,II/021459G,21459,SURYA 8 MTR EXTENSION CORD,3,7,4
June,2023,II/021461H,21461,WONDERCHEF TURBO CHOPPER & FOOD,1,1,0
June,2023,II/021500B,21500,BAJAJ RHX-2 HALOGEN HEATER,1,0,0
June,2023,II/021553A,21553,COIL GOOD KNIGHT MAHA JUMBO,16,16,0
June,2023,II/021557T,21557,MOSQUTO COIL MORTIEN,18,19,1
June,2023,II/021558T,21558,MOSQUITO REFIL GOODNIGHT 45ML,242,0,358
June,2023,II/021575L,21575,MOSQUITO RIFIL ALL OUT,88,88,240
June,2023,II/021602G,21602,GOOD KNIGHT ADVANCED SMOKE COIL,13,23,10
June,2023,II/021616D,21616,DABUR ODOMOS MOSQ REFIL GEL 80G,15,0,33
June,2023,II/021618D,21618,DABUR ODOMOS NATURALS MOSQUITO R,30,0,66
June,2023,II/021712T,21712,HAIR DRYER PHILIPS 4381/PB,6,16,30
June,2023,II/027008K,27008,TRISHUL N/BALL 500,6,27,21
June,2023,II/027012K,27012,GODREJ ARE POCKET BATHROOM 10GM X3,38,0,34
June,2023,II/027017D,27017,DOMEX TOILET SPECILIST 500ML,6,8,2
June,2023,II/027027E,27027,EXO DISH WASH BAR 325G,63,888,825
June,2023,II/027065P,27065,HARPIC BATHROOM CLEANER 500 ML,46,315,269
June,2023,II/027076P,27076,CLEANING BAR VIM 288 GMS.,92,400,308
June,2023,II/027081A,27081,SANITARY DISINFECTANT 100 SWEEPER,9,11,2
June,2023,II/027088H,27088,CLEAN BAR PRIL  400G,118,684,566
June,2023,II/027099H,27099,COLIN GLASS CLEANER 500 M L,21,116,120
June,2023,II/027101S,27101,LIZOL 500 ML,63,146,131
June,2023,II/027107E,27107,PHENYLE TIGER 1 LTR,6,8,2
June,2023,II/027108L,27108,NAPTHELENE BALLS 500 GMS PKT,1,1,0
June,2023,II/027130L,27130,HARPIC TOILET CLEANER 500 ML,196,264,116
June,2023,II/027162E,27162,ODONIL STICK REFILL 100 GMS,11,15,4
June,2023,II/027168T,27168,LIZOL DISINFECTANT SURFACE CLEANER,5,5,80
June,2023,II/027169K,27169,LIZOL DISINFECTANT SURFACE CLEANER,1,1,80
June,2023,II/027197P,27197,HIT CIK 320 ML INSECTICIDE,18,18,0
June,2023,II/027198H,27198,BAYGON CHAWLING I/KILLER 320ML,65,74,9
June,2023,II/027199Y,27199,BAYGON FLYING I/KILLER 320ML,10,16,78
June,2023,II/027217K,27217,HIT BLACK 320 ML,70,118,148
June,2023,II/027295D,27295,DOMEX FLOOR CLEANER 500ML,5,22,17
June,2023,II/027319A,27319,HARPIC BATHROOM CLEANER 500 ML,8,152,144
June,2023,II/027320P,27320,LIZOL DISINFECTANT SURFACE CLEANER,9,107,98
June,2023,II/027321L,27321,LIZOL DISINFECTANT 500ML,34,88,54
June,2023,II/028068Y,28068,"BRASSO NO:-6, 500 ML",5,19,14
June,2023,III/002094V,2094,VIP SHOE POLISH BRUSH,9,56,47
June,2023,III/028010L,28010,B/POLISH CHERRY LIQUID BLACK,23,0,73
June,2023,III/028015T,28015,B/POLISH CHERRY BLACK,24,0,76
June,2023,III/034297K,34297,"MAT TABLE SERVEWELL 17X11""",2,3,1
June,2023,III/034395M,34395,MAHER CHOP & COOK CHOPPING BOARD,5,69,64
June,2023,III/034479P,34479,WIPER FLOOR KUSHAL 153.5X42,12,12,0
June,2023,III/034483G,34483,GALA KITCHEN MUPPY,10,200,190
June,2023,III/034490D,34490,DAILY CARE FLOOR WIPER,10,151,141
June,2023,III/036816F,36816,SAFARI ORB 65 TEAL,2,0,1
June,2023,III/036819D,36819,SAFARI ORB 77 PURPLE,1,0,1
June,2023,III/036826F,36826,SAFARI TITANIUM 77 PURPLE,1,2,1
June,2023,III/036914V,36914,OSCAR STROLLY 79,1,0,1
June,2023,III/036916J,36916,RIVIERA TROLLY 65 CM,1,0,2
June,2023,III/037031A,37031,VIP OSCAR 654,1,1,0
June,2023,III/037140A,37140,AERIS COMFORT SP 82 BLUE,2,2,0
June,2023,III/037177S,37177,VIP PRIDE STROLLY PLUS 64,2,5,3
June,2023,III/037190K,37190,S/C (37190)SOMSONITE 57 CM,1,1,0
June,2023,III/037207S,37207,S/C SAMSONIT AMERICAN S/LUGG 67 CM,1,1,0
June,2023,III/037208S,37208,S/C  SAMSONITE AMERICAN,2,6,4
June,2023,III/037257X,37257,"SAFARI T/BAG 24""NUVOLDAPLUS60",1,0,2
June,2023,III/037258A,37258,"SAFARI T/BAG 27""NUVALDOPLUS 70",2,2,0
June,2023,III/037422S,37422,AMERICAN TURISTOR 62 CM HORION,1,1,0
June,2023,III/037425S,37425,AMERICAN TORISTER BACK PACK,1,0,19
June,2023,III/037430A,37430,AMERICAN TURIST OXFORD UPRIGHT 62,1,4,3
June,2023,III/037506A,37506,AMT SCHOOL BAG TEAL,8,0,12
June,2023,III/037507A,37507,AMT SCHOOL BAG BLACK,4,4,0
June,2023,III/037508A,37508,AMT SCHOOL BAG NAVY,4,4,0
June,2023,III/037513T,37513,AMT DIVE LAPTOP BAG PACK OLIVE,3,0,17
June,2023,III/037529Y,37529,AMT DIVE LAPTOP BAG TEAL,5,4,19
June,2023,III/037570P,37570,STROLLY SAMSONITE 71 CM,1,1,0
June,2023,III/037610K,37610,KAMILIANT HARRANA SPINNER 57CM,1,0,3
June,2023,III/037611K,37611,KAMILIANTHARRANA SPINNER 67CM,1,1,0
June,2023,III/037645A,37645,AMT AUSTIN 82 BLUE,2,2,0
June,2023,III/037650A,37650,AERIS COMFORT 68 BLUE,3,3,3
June,2023,III/037651A,37651,AERIS COMFORT SP 68 RED,1,1,0
June,2023,III/041379S,41379,"BRA NEVA ROSEUM BNR 01/32""",2,5,3
June,2023,III/042017G,42017,ADIDAS SOCKS MENS 3PACK,7,0,43
June,2023,III/043107T,43107,YOGA MAT STANDARD ORANGE,6,8,2
June,2023,III/043151R,43151,T SHIRT V NECK RAMBO,1,1,0
June,2023,III/045255A,45255,T-SHIRT ADIDAS LARGE NAVY BLUE,3,17,14
June,2023,III/045292P,45292,ADIDAS SHORT MEDIUM NAVY BLUE,1,27,26
June,2023,III/045293H,45293,SHORT ADIDAS LARGE NAVY BLUE,1,19,18
June,2023,III/045305A,45305,ADIDAS SHORTS BLACK MEDIUM,1,6,5
June,2023,III/045307A,45307,ADIDAS SHORTS BLACK LARGE,3,16,13
June,2023,III/045409M,45409,SUPER ABSORBER MOP PVA SPONGE,1,14,13
June,2023,III/045412G,45412,QUICK SPIN MOP SMARTY  GALA,4,5,1
June,2023,III/045418K,45418,BROOM KUSHAL M-999,21,54,33
June,2023,III/045420A,45420,GALA SCRUBBER WITH LONG HANDLE,3,8,5
June,2023,III/045421B,45421,BROOM WONDER CLEAN GRASS,14,57,43
June,2023,III/048047L,48047,"SHOE LOTTO CLASSIC SZ 9""",3,3,0
June,2023,III/048193S,48193,SHOES ADDIDAS ZEUS SZ 8,1,4,3
June,2023,III/048266S,48266,SKECHERS SHOE SIZE 8,1,0,0
June,2023,III/048455X,48455,SKECHERS MEN SHOES UK 7,1,0,0
June,2023,III/048464Y,48464,ADIADS SGOE GALACTUS VISGRAY 10,3,5,4
June,2023,III/048467G,48467,ADIDAS SHOE AX2 BURGANDY 8,4,5,3
June,2023,III/048468K,48468,ADIDAS AX2 SHOE 10,1,4,5
June,2023,III/048469Y,48469,ADIDAS SHOE AX2 BURGANDY 10,1,0,1
June,2023,III/048486S,48486,SKECHERS SHOES 7,1,0,5
June,2023,III/048487S,48487,SKECHERS SHOES 8,1,0,0
June,2023,III/048721H,48721,SHOE ADIDAS KYLEN 9,1,2,1
June,2023,III/048780J,48780,FUEL SANDAL JACK SIZE 8 OLIVE,1,0,4
June,2023,III/048786U,48786,FUEL SANDAL JACK SIZE 10,1,0,4
June,2023,III/048790H,48790,FUEL SANDAL JACK SIZE 9 BLACK,2,0,3
June,2023,III/050110P,50110,RAYBAN W2027 LM ARISTA G-15 RAY BA,1,0,0
June,2023,III/050113S,50113,RAYBAN W0226 R501 OD ASISTA G-15,1,1,1
June,2023,III/050117A,50117,RAYBAN W 1659 R 1501 SM RM G-15,2,2,0
June,2023,III/050120L,50120,RAYBAN RB 3132001 PREDATOR 62 MM,2,1,0
June,2023,III/050133S,50133,"SUN GLASSMODEL NO.ORB3025IL2823 58""",1,1,1
June,2023,III/050140S,50140,"SUN GLASS MODEL ORB3025I 004/51 58""",1,1,1
June,2023,III/050569S,50569,FITSPREE YOGA BRICK PASTLE BLUE,1,2,1
June,2023,III/063161K,63161,HELMET STUD FULL FACE,3,10,7
June,2023,III/063169Y,63169,STUDDS MODEL CHROME FULL FACE,5,8,3
June,2023,IV/061218W,61218,FASTRACK NC3016AL02 ANTHRACITE,1,1,0
June,2023,IV/061294W,61294,W/WATCH  TITAN,1,1,0
June,2023,IV/061492W,61492,W/WATCH GENTS TITAN 1506 BM 01,1,1,0
June,2023,IV/061517H,61517,FASTRACK TITAN ND4058PP,2,2,0
June,2023,IV/061525A,8321,W/W TITAN 1918 YM,1,1,0
June,2023,IV/061816W,61816,W/W TITAN N1506YM02 DIAL  GENTS,2,4,2
June,2023,VI/001252T,1252,ANTISEPTIC LOTION SAVLON 100 ML,35,434,399
June,2023,VI/009591A,9591,ASLI SARSON KACHI GHANI OIL 200 ML,19,19,0
June,2023,VI/009630A,9630,H/OIL  MAYUR  SARSON 200ML,56,136,80
June,2023,VI/084901E,84901,BIS BOURNBON 100 GM. CREMICA,945,1186,1241
June,2023,VI/084902L,84902,BIS COCONUT COKIES 150GM CREMICA,430,490,360
June,2023,VI/084903P,84903,BIS BUTTER COOKIES AGRO 100 GM,678,1015,537
June,2023,VI/084904H,84904,BIS KAJU KHAJOOR 100GM  AGRO,132,135,503
June,2023,VI/084931W,84931,BIS GOODDAY PISTA BADAM 90GM,514,914,820
June,2023,VI/084942S,84942,BOURBON BLISS BISCUITS,45,24,939
June,2023,VI/084943F,84943,SUNFEAST DARK FANTASY CFILLS 75G,90,91,1
June,2023,VI/084944G,84944,SARK FANTASY CHOCO CREME BISCUIT,2,2,0
June,2023,VI/084945S,84945,DARK FANTSY VANILA CREAM BIS,20,22,2
June,2023,VI/084946L,84946,SUNFEAST MARIE LIGHT RIVH TASTE,50,50,0
June,2023,VI/084953X,84953,UNIBIC CHOCOLATE 75 GM CHIPS,375,407,320
June,2023,VI/084961U,84961,UNIBIC CHOCONUT COOKIES 67G,266,276,298
June,2023,VI/084962U,84962,UNIBIC OTAMEAL DIGESTIVE COOKIES,98,164,162
June,2023,VI/084963U,84963,UNIBIC BUTTER COOKIES 150GM,110,153,139
June,2023,VI/084980G,84980,GOODAY CHOCOHIPS COOKIES 75GM,550,931,381
June,2023,VI/084993L,84993,CREMICA BISCUIT,34,64,30
June,2023,VI/085002P,85002,BOURNVITA 500 GMS JAR,30,69,84
June,2023,VI/085004S,85004,BOURNVITA  500G R/PACK NEW,49,56,103
June,2023,VI/085005S,85005,BOURNVITA + + 1 KG JAR,6,0,18
June,2023,VI/085008C,85008,CADBURY BOURNVITA ++ 500GMS 5 STAR,17,55,102
June,2023,VI/085009J,85009,PEDIASURE VANILA DELIGHT,14,86,72
June,2023,VI/085010J,85010,PEDIASURE CHOCOLATE DELIGHT,11,88,77
June,2023,VI/085018H,85018,HORLICKS WOMENS CHOCOLATE 400G,16,101,109
June,2023,VI/085031B,85031,BIS BRITANIA CREAM 100G,110,89,939
June,2023,VI/085032B,85032,BIS BRITANIA CREAM CHOCOLATE 100G,244,262,978
June,2023,VI/085035M,85035,BIS MCVITIES ORANGE 58G,17,0,271
June,2023,VI/085037M,85037,BIS MCVITIES  MARIE300G,102,187,165
June,2023,VI/085038M,85038,BIS MCVITIES BUTTER 150GCOOKIES,103,261,278
June,2023,VI/085039M,85039,BIS MCVITIES BUTTER  60G COOKIES,200,720,808
June,2023,VI/085040M,85040,BIS MCVITIE'S DIGESTIVE 250 G,88,320,312
June,2023,VI/085041M,85041,BIS CASHEW COOKIES MCVITIES'S 68G,141,636,783
June,2023,VI/085042A,85042,BISC.BON BON 150 GMS(BRIT),241,241,360
June,2023,VI/085059B,85059,BIS GOOD DAY RICH CASHEW 120G,396,688,891
June,2023,VI/085060L,85060,BRITANNIA GOOD DAY BUTTER COOKIES,764,722,678
June,2023,VI/085082S,85082,BISC.PARLE  G  100GMS,358,0,242
June,2023,VI/085083T,85083,BISC.MONACO Roll 75gm,113,0,262
June,2023,VI/085096D,85096,DUKES WAFFY VANILA CREAM WAFFER,108,111,3
June,2023,VI/085098D,85098,'DUKES' CHOCO FLAVOURED ROLL 15GMS,159,217,58
June,2023,VI/085099D,85099,DUKES WAFER ROLLS 120G COFFEE,67,99,32
June,2023,VI/085101L,85101,PRIYAGOLD SNAKKER CHOCLATE,720,30,30
June,2023,VI/085106D,85106,DUKES MELTZ DOUBLES 4.8 G X20 PES,168,168,0
June,2023,VI/085107C,85107,COCOLATE 20GM (CHOCOLATE BAR),134,134,250
June,2023,VI/085108S,85108,TOFFY DUKES ECLAIR NEW 4.0GMS,158,118,48
June,2023,VI/085109W,85109,WAFFY CRISP N CREAMY 100GM,46,46,0
June,2023,VI/085111C,85111,CHOCO PIELOTTE 6S PACK 168G,64,0,176
June,2023,VI/085113Y,85113,KINDER JOY CHOCOLATE,131,304,173
June,2023,VI/085123D,85123,DUKES SMOOTH MILK CHOCO BAR 25GM,65,38,153
June,2023,VI/085124D,85124,DUKES MILK BLAST RICH MILK BAR,54,18,144
June,2023,VI/085147B,85147,DUKES BOURN BORN,380,500,120
June,2023,VI/085148D,85148,BIS DUKES RANCH CRACKERS 200GM,27,30,3
June,2023,VI/085150R,85150,OREO CAD BISCUIT 100GM,217,0,283
June,2023,VI/085154K,85154,UNIBIC GINGER NUT COOKIES 75 GMS,124,144,308
