Month,Year,GP_Index_No,pluno,Item_Name,Net_Qty,O_B,Closing_Stock
April,2022,I/001001L,1001,LASER ULTRA S/S BLADE (10 BLADES),55,376,321
April,2022,I/001006P,1006,R/SET GELLETE SHAVER 5 S PACK,61,62,17
April,2022,I/001015G,1015,GILLETTE VENUS + 1 CARTRIDGE PACK,4,0,1
April,2022,I/001017B,1017,MACH3 CART8'S PACK,7,38,31
April,2022,I/001020S,1020,R/SET GILLETTE VICTOR+ CART.,2,82,80
April,2022,I/001021T,1021,"R/BLADE MACH 3, 4 S PACK",18,37,19
April,2022,I/001022K,1022,R/BLADE 7 O CLOCK P-II TWIN,5,0,15
April,2022,I/001026E,1026,R/BLADE WILMAN II PREMIUM TWIN,17,130,163
April,2022,I/001027L,1027,R/SET GILLETTE PRESTO READY SHAVER,10,373,363
April,2022,I/001029F,1029,GILLET FUSION CARTRIGE 4 PACK,5,0,19
April,2022,I/001031F,1031,GILLET FUSION RAZOR,5,32,37
April,2022,I/001033K,1033,BLD SUPER MAX 5S PKT,52,530,478
April,2022,I/001063Y,1063,R/SET GILLETTE MACH 3+,13,31,30
April,2022,I/001064S,1064,R/BLADE GILLETTE MACH 3,16,126,110
April,2022,I/001069M,1069,MACH 3 4 CART'S,5,0,45
April,2022,I/001070M,1070,MACH 3 8 CART'S,9,36,27
April,2022,I/001108P,1108,S/C PARK AVENUE COOL BLUE 84GM,34,81,47
April,2022,I/001112A,1112,S/CREAM PARK AVENUE 70GM,12,288,276
April,2022,I/001113K,1113,GILLET SHAVINGE CREAM REGULAR 70GM,28,42,14
April,2022,I/001114S,1114,GILLETT SHAVING CREAM LIME 30 GMS,13,18,5
April,2022,I/001116P,1116,S/CREAM AXE DENIM 60GM,13,0,23
April,2022,I/001141S,1141,S/CREAM DETTOL 70 GMS,97,341,244
April,2022,I/001170L,1170,GILLETTE FOAM SHAVING 196GM,24,0,0
April,2022,I/001172H,1172,GILLETE GEL 60 ML,36,239,203
April,2022,I/001195V,1195,VIJOHN REGULAR SHAVE FOAM G,1,1,0
April,2022,I/001202N,1202,A/SHAVE LOTION FA 100ML,5,25,20
April,2022,I/001204W,1204,WILD AFTER SHAVE 100ML,7,31,24
April,2022,I/001205U,1205,A/SHAVE WILD STONE 50ML,7,11,4
April,2022,I/001207S,1207,PARK AVENUE GOOD MORNNIG A/S,20,26,6
April,2022,I/001208T,1208,AFTER SHAVE PARK AVENUE 100 ML,3,4,1
April,2022,I/001251S,1251,LOTION BABY JOHNSON 200 ml,18,36,18
April,2022,I/001282H,1282,BUDS JUHNSON 150 S,40,0,0
April,2022,I/001284T,1284,TULIPS EARBUD 100S JAR S/CAPS,52,52,0
April,2022,I/001285L,1285,TULIPS COTTON PADS 50S,6,45,39
April,2022,I/001300D,1300,J&J  BABY CREAM 100G,37,50,13
April,2022,I/001401H,1401,TULIPS BAR BE QUE SWEEKERS 8'',2,9,7
April,2022,I/002006S,2006,PARK AVENUE SAVING BRUSH,29,71,42
April,2022,I/002007Y,2007,S/BRUSH WILD STONE,12,225,213
April,2022,I/002034T,2034,OZETTE T/B FAMILY PK SET OF 4,10,535,525
April,2022,I/002046A,2046,ANCHOR T/BRUSH  FLEXI GRIP,43,50,7
April,2022,I/002048B,2048,T/BRUSH 360*  COLGATE,35,144,109
April,2022,I/002052H,2052,T/BRUSH COLGATE ZIG ZAG,136,592,504
April,2022,I/002054S,2054,T/BRUSH COLGATE SUPERFLEXI,46,49,3
April,2022,I/002055S,2055,T/BRUSH SENSODYNE ULTRA,1,1,0
April,2022,I/002062H,2062,T/BRUSH OZETTEE,65,289,224
April,2022,I/002065O,2065,T/BRUSH ORALL B CROSS ACTION,38,38,0
April,2022,I/002067D,2067,DENVER TOOTH BRUSH,28,34,6
April,2022,I/002073P,2073,T/BRUSH ORAL E EXCEED,80,32,0
April,2022,I/002104H,2104,GLAZZE HOCKEY TOILET BRUSH,10,36,26
April,2022,I/002110D,2110,DAILY CARE MORDERN BRUSH,5,290,285
April,2022,I/002130O,2130,ORAL B GET 2 1FREE,153,153,0
April,2022,I/002131B,2131,ORAL B GUM CARE 2/1,8,0,28
April,2022,I/002451L,2451,TEA TREE FACE WASH MAM EARTH 100 ML,21,21,0
April,2022,I/002629H,2629,NYLE HAND SANITIZERS STRAWBERRY,1,16,15
April,2022,I/002677H,2677,MAMA EARTH CHARCOAFACE WASH 100 ML,39,39,0
April,2022,I/002701J,2701,NYLE HAND WASH 200ML PUMP,6,51,45
April,2022,I/002752G,2752,MAMA EARTH UBTAN FACE SCRUB 100 ML,26,26,0
April,2022,I/003002G,3002,GARNIER SKIN NATURAL 40ML,16,16,0
April,2022,I/003006E,3006,NIVEA CREAM 100 ML,26,266,240
April,2022,I/003025A,3025,F/CREAM NIVEA 50 GM,25,330,305
April,2022,I/003029L,3029,F/CREAM PONDS COLD 100 GMS,11,13,2
April,2022,I/003031H,3031,F/CREAM PONDS COLD 60 GMS.,20,45,25
April,2022,I/003036X,3036,F/CREAM NIVEA SOFT 100 ML,44,393,381
April,2022,I/003042E,3042,EMAMI FAIR & HANDSOME 60ML,93,66,33
April,2022,I/003050A,3050,F/CREAM VICCOTURMERIC 30 G,16,0,24
April,2022,I/003054Y,3054,F/CREAM FAIR & LOVELY 50GMS,146,2,0
April,2022,I/003057K,3057,L'.OREAL  HAIR DYE  BLACK 180ML,2,30,28
April,2022,I/003058L,3058,L'OREAL HAIR COLOUR BROWN,5,26,21
April,2022,I/003068K,3068,KRACK CREAM 25 GMS,12,41,29
April,2022,I/003078N,3078,ITCH GUARD CREAM 25 GM,46,438,392
April,2022,I/003085P,3085,PONDS AGE MIRACLE 35 GM,3,56,53
April,2022,I/003086P,3086,F/CREAM PONDS WHITE BEAUTI 35 G,5,0,1
April,2022,I/003089T,3089,NIVEA CREAM 200 ML,15,42,27
April,2022,I/003094L,3094,VLCC SNIGDHA SKIN WHITENNING FACE,5,17,12
April,2022,I/003095L,3095,VLCC SNIGDHA SKIN WHITENING DAY,5,36,31
April,2022,I/003102V,3102,"VLCC HIPS,THIGH.ARMS SHAPING OIL",5,13,8
April,2022,I/003103V,3103,VLCC INSTA FAIR & GLOW FAIRNES,9,24,15
April,2022,I/003112J,3112,REVLON T&G SUNSCREEN LOTION SPF30,8,28,20
April,2022,I/003113L,3113,VLCC SUN BLOCK SPF 40,28,156,128
April,2022,I/003117G,3117,GODREJ HAIR COLOUR BLACK,16,16,0
April,2022,I/003152S,3152,SW STY GEL 100ML,14,98,84
April,2022,I/003296V,3296,VASELINE BL ALOE FRESH 400 ML GREEN,11,37,26
April,2022,I/003297V,3297,VASELINE BL HW SPF24 300 ML PINK,21,27,6
April,2022,I/003298V,3298,VASELINE CACAO GLOW 300ML BROWN,17,28,11
April,2022,I/003299Y,3299,HIMALAYA NOURSHING BODY LOTION,12,3,39
April,2022,I/003401D,3401,FACE WASH SYNERGIE 50 ML,133,136,3
April,2022,I/003402E,3402,FACE WASH CLEANCLEAR JOHNSON,93,23,2
April,2022,I/003404F,3404,HIMALAYA NEEM FACE WASH 100ML,59,0,1
April,2022,I/003406F,3406,GARNIER  EX FOLIAATING F/WASH 75 ML,11,11,0
April,2022,I/003411F,3411,ARYANVEDA FACE WASH 100ML+20ML,32,145,113
April,2022,I/003421H,3421,REVLON T & G FACE WASH,16,26,10
April,2022,I/003425K,3425,HIMALIYA KESAR F/WASH 100ML,70,0,2
April,2022,I/003470K,3470,NIVIA MEN BODY WASH SHOWER GEL,49,199,150
April,2022,I/004000J,3852,HIMALAYA DENTAL CREAM 200GM,27,35,8
April,2022,I/004003M,4003,COLGATE MAX FRESH RED 150G,117,247,130
April,2022,I/004006T,4006,T/PASTE DABUR RED 200GM,44,55,0
April,2022,I/004006T,4006,T/PASTE DABUR RED 200GM,47,55,0
April,2022,I/004009P,4009,T/PASTE COLGATE TOTAL 120 GMS,38,522,484
April,2022,I/004010P,4010,PATHANJALI DANT KANTI 100GM,144,0,0
April,2022,I/004017D,4017,T/PASTE COLGATE 100GM HERBAL,16,16,0
April,2022,I/004018E,4018,T/P COLGATE HERBAL 200GM.,85,197,112
April,2022,I/004019L,4019,COLGATE MAX FRESH BLUE 150G,12,12,0
April,2022,I/004020C,4020,COLGATE SENSITIVE T/PASTE 80 GMS,31,189,158
April,2022,I/004022Y,4022,T/PASTE COLGATE 100 GMS SUPER,44,44,0
April,2022,I/004023S,4023,T/PASTE COLGATE 150 GMS,73,0,23
April,2022,I/004024T,4024,T/PASTE COLGATE 200 GMS.,133,134,1
April,2022,I/004026N,4026,NEEM ACTIVE TOOTHPEST 200 GM,29,73,44
April,2022,I/004028D,4028,COLGATE  SWARNAN VEDSHAKTI 150 GM,41,0,31
April,2022,I/004034A,4034,T/PASTE COLGATE ACTIVE SALT 200GM,51,144,165
April,2022,I/004038P,4038,PEPSODENT 150+150 GM T PASTE,21,42,21
April,2022,I/004039C,4039,CLOSE UP FIRE FREEZE 150GM,82,82,0
April,2022,I/004040K,4040,T/PASTE SENSITIVE 100GM ANCHOR,15,341,326
April,2022,I/004041A,4041,ANCHOR TOOTHPASTE 200G,24,71,47
April,2022,I/004059S,4059,T/PASTE SENSODYNE 70 GMS,72,0,0
April,2022,I/004061D,4061,T/PASTE CLOSE UP 150 GMS RED,171,166,91
April,2022,I/004065L,4065,SENSODYNE FRESH GEL TP 75 GM,72,3,3
April,2022,I/004098H,4098,T/PASTE ANCHOR WHITE 200 GM,33,209,176
April,2022,I/004999T,4999,TRESEMME SMMOT&SHINE SHAMPOO,26,27,1
April,2022,I/005000T,5000,TRESEMMEE SMOOT &SHINE CONDITIONER,24,24,0
April,2022,I/005101S,5101,L' OREAL  SHAMPOO 175ML,7,7,0
April,2022,I/005102L,5102,L'OREAL TOTAL REPAIR 5 CONDITIONER,4,4,0
April,2022,I/005108D,5108,DOVE DMG THERAPY 180ML,24,0,0
April,2022,I/005111P,5111,BEER SHAMPOO 200ML,35,35,0
April,2022,I/005129E,5129,SKINN TITAN CELESTE WOMAN EAU DE,1,1,0
April,2022,I/005133S,5133,FUGO DEO LUST BLUE 150ML,33,61,28
April,2022,I/005147C,5147,INSIGHT CHROME BLUE PERFUME,18,56,38
April,2022,I/005305L,5305,LOREAL CASTING CREAM BLACK,7,11,4
April,2022,I/005310J,5310,DOVE DAILY SHINE SHAMPOO 340ML,36,0,0
April,2022,I/007001P,7001,LIP SHIELD VLCC STRAWERRY 10ML,2,36,34
April,2022,I/007006L,7006,MAYURI INSIGHT LIPS,10,16,6
April,2022,I/007010S,7010,REVLON LIP LINER RUSSET BROWN 030GM,2,19,17
April,2022,I/007014J,7014,INSIGHT LASH EXTENSION MASCARA 9ML,3,0,15
April,2022,I/007015K,7015,INSIGHT DRY FAST NAIL POLISH 9ML,4,0,32
April,2022,I/007017K,7017,NAIL POLISH MAYURI 7 ML,1,77,76
April,2022,I/007018J,7018,REVLON NAIL PAINT,1,31,30
April,2022,I/007036G,7036,GOLD SCRUB VLCC 70GM,24,61,37
April,2022,I/007039V,7039,VLCC INDIAN BERBERRY FACE SCRUB,27,60,33
April,2022,I/007061K,7061,H/CREAM VEET 60G,81,269,188
April,2022,I/007070N,7070,NIMSON GOLD BLEACH 25GM,23,200,177
April,2022,I/007076V,7076,VISHU NATURAL HEENA 200GM,8,39,31
April,2022,I/007081N,7081,RANCHI MEHANDI 250GMS,10,22,12
April,2022,I/007082N,7082,HAIR HEENA PACK 200GMS,12,48,36
April,2022,I/007088D,7088,GULABARI PREMIUM GULAB JAL 120ML,24,25,1
April,2022,I/007092V,7092,VLCC KAJAL WITH LIQUORICE  CAMPHOR,5,11,6
April,2022,I/007096V,7096,VLCC SUNSCREEN LOTION MATTE LOOK,24,40,16
April,2022,I/007099V,7099,VLCC HONEY MOISTURISER 100 ML,7,136,129
April,2022,I/007107A,7107,VASELINE BODY LOTION,2,2,0
April,2022,I/007108A,7108,BODY LOTION PONDS,21,179,158
April,2022,I/007113V,7113,BODY SKIN MILK NIVEA200ML,39,284,245
April,2022,I/007114J,7114,J&J BABY MILK LOTION 200ML,17,29,12
April,2022,I/007123H,7123,CREAM SYNERGIE A/WRINKLE 40 ML,22,39,17
April,2022,I/007131A,7131,F/CREAM VICCO 50G,72,77,5
April,2022,I/007146A,7146,MOISTURISER G/SUN CONTROLL 50ML,17,19,2
April,2022,I/007148H,7148,MOISTURISER G/SUN CONTROLL SPF-15,25,31,6
April,2022,I/007161O,7161,OLAY TOTAL EFFECTSGENTLE SPT 15,2,9,7
April,2022,I/007162C,7162,OLAY ANTE AGEING CREAM 20 GMS,3,20,22
April,2022,I/007174K,7174,DENVER DEODORANT  165ML/106GM,15,15,0
April,2022,I/007179V,7179,VLCC FRUIT FACIAL KIT PAPYA,5,23,18
April,2022,I/007182N,7182,NIVIA UV PROTECTION LOTION 250 ML,34,131,97
April,2022,I/007185V,7185,VASELINE HEALTHY WHITE,11,16,5
April,2022,I/007200M,7200,MASCARA & EYELINER 9.9ML,7,12,5
April,2022,I/007201E,7201,EYELINER 5 ML INSIGHT SH,1,28,27
April,2022,I/007205D,7205,HIMALIYA NEEM PACK 100GM,18,19,1
April,2022,I/007206I,7206,INSIGHT EXTREME MATTE OIL 50ML,3,41,38
April,2022,I/007208E,7208,INSIGHT MINERALIZA PRESSED POWDER,3,0,21
April,2022,I/007211I,7211,INSIGHT VOL LIP GLOSS 9ML,2,0,34
April,2022,I/007350V,7350,VLCC GOLD KIT GOLD SCURUB,43,60,17
April,2022,I/007787K,7787,REVLON CHARLIE PERFUME BLUE 150 ML,6,15,9
April,2022,I/008000E,8000,DEO COOL BLUE PARK AVENUE 150G,34,72,38
April,2022,I/008002P,8002,DEO YARDLY 150ML,15,0,33
April,2022,I/008012A,8012,DEO PARK AVENUE ALPHA/STORM 150ML,48,48,0
April,2022,I/008016S,8016,PERFUME PAM HANKY SPRAY 30 ML,55,74,19
April,2022,I/008018K,8018,PERFUME PARK AVENUE 50 ML TWIN,10,0,62
April,2022,I/008019X,8019,PERFUME PARK AVENUE 100 G,35,11,48
April,2022,I/008020A,8020,PERFUME CHARLINE 30 ML,12,0,0
April,2022,I/008039T,8039,DEO EVA FRESH 125 ML,25,44,79
April,2022,I/008048P,8048,DEO PARK AVENUE PLAY/TRANQUIL100 ML,13,13,0
April,2022,I/008049P,8049,DEO PARK AVENUE GOOD MORNING 100 ML,4,4,0
April,2022,I/008054S,8054,SETWET LONDON LUX 120 ML,40,41,1
April,2022,I/008058B,8058,DEO WILD STONE AQUA 150ML,31,44,13
April,2022,I/008059T,8059,DEO WILD STONE NIGHT RIDER 150ML,36,58,22
April,2022,I/008060T,8060,DEO WILD STONE FOREST SPICE 150ML,31,40,9
April,2022,I/008062M,8062,MAYURI PERFUME 100ML,8,0,40
April,2022,I/008063D,8063,DENVER DEO 95G/100G SPRAY,19,19,0
April,2022,I/008064N,8064,NIVEA FRESH NATURAL DEO BLUE 150ML,23,35,12
April,2022,I/008069H,8069,DEO CINTHOL SPRAY 150 ML,28,28,0
April,2022,I/008078L,8078,NIVIA DEO NATURAL 150 ML,35,49,14
April,2022,I/008079N,8079,NIVEA ENERGY FRESH 150ML,30,117,87
April,2022,I/008088W,8088,WPC  DESZINER BOUTIQUE  PREMIUM,21,38,17
April,2022,I/008090R,8090,CHARLIE  EAU FRAICHE 100ML REVLON,6,15,9
April,2022,I/008094T,8094,INSIGHT SECRET EAU DE FABRIC,4,27,23
April,2022,I/008103E,8103,EVA DOLL DEO 125 ML,7,15,8
April,2022,I/008104E,8104,EVA FLIRT DEO 125 ML,24,26,2
April,2022,I/008105E,8105,EVA WILD DEO 125 ML,11,11,0
April,2022,I/008106E,8106,EVA BLUSH DEO 125 ML,22,45,23
April,2022,I/008109S,8109,SPINZ LIVE EIRE DEO 150ML,36,36,0
April,2022,I/008112S,8112,SPINZ EXPLORER DEO 150ML,17,48,31
April,2022,I/008123W,8123,WILDSTONE  PERFUME TITANIUM,15,71,128
April,2022,I/008124P,8124,WILD STONE COPPER PERFUME 120ML,37,33,68
April,2022,I/008125W,8125,WILDSTONE GOLD PERFUME 120ML,27,50,23
April,2022,I/008126W,8126,WILD STONE CHROME PERFUME B/SPRAY,26,26,0
April,2022,I/008127K,8127,WILD STONE STEEL PERFUME 120 ML,17,71,54
April,2022,I/008128W,8128,WILD STONE PLATINUM B/SPRAY 120ML,1,66,65
April,2022,I/008154D,8154,DENVER DEO HONOUR 165 ML,22,72,50
April,2022,I/008164S,8164,FA DEO RED,7,92,85
April,2022,I/008165S,8165,FA DEO GREEN 150ML,3,26,23
April,2022,I/008173D,8173,DENVER PERFUME MID NIGHT 100 ML,38,38,0
April,2022,I/008202U,8202,INSIGHT WHITE EAU DEO PERFUME 100ML,7,8,1
April,2022,I/008206C,8206,CHERRY FABRIC PERFUME 50ML,13,23,10
April,2022,I/008207I,8207,INSIGHT HEART BEAT DEO PERFUME 50ML,14,14,0
April,2022,I/008252H,8252,NIVEA LEMON & OIL S/GEL 250ML,4,28,24
April,2022,I/008354H,8354,TULIPS WET WIPES SUMMER FRESH 20,41,69,28
April,2022,I/008355G,8355,TULIPS WET WIPES JAPANESE CHERRY,14,92,78
April,2022,I/008356G,8356,TULIPS WET WIPES MAGNOLIA 20 WIPES,30,60,30
April,2022,I/008357G,8357,TULIPS BABY WIPES WET 72S SENSITIVE,16,24,8
April,2022,I/008405H,8405,TULIPS FACIAL TISSUE 100N,9,67,58
April,2022,I/008801J,8801,DYNA NEEM & TULSI SOAP 100GM PACK,35,35,0
April,2022,I/008802J,8802,DYNA SANDAL & TURMERIC 100GM PACK,36,36,0
April,2022,I/008926J,8926,DYNA GLYCERINE & AROMA SOAP 100GM,13,13,0
April,2022,I/008950L,8950,LUX VELVET TOUCH SOAP 100GM,144,0,0
April,2022,I/008992S,8992,WILD STONE ULTRA SENSUAL SOAP 125GM,70,136,186
April,2022,I/008993C,8993,DETTOL COOL 125 GM,154,4,0
April,2022,I/008995F,8995,FIAMA BAR GEL,70,70,0
April,2022,I/008996F,8996,FIAMA BAR SOAP,40,40,0
April,2022,I/009000X,9000,T/SOAP DETTOL SKIN CARE 70 G,389,685,536
April,2022,I/009005Y,9005,SOAP CINTHOL 125 GMS,219,221,2
April,2022,I/009015H,9015,SOAP HAMAM 100 GMS.,95,548,453
April,2022,I/009019Z,9019,INT LUX CREAMY 125GM,217,3,2
April,2022,I/009023E,9023,J&J BABY SOAP  150G,27,7,0
April,2022,I/009026S,9026,LUX SCARLET BLOSSOM 240ML,29,19,62
April,2022,I/009028X,9028,T/SOAP MEDI MIX125G,172,486,314
April,2022,I/009031A,9031,SOAP DOVE 75 G,63,7,4
April,2022,I/009033D,9033,SOAP LUX 150 GMS,223,20,7
April,2022,I/009035T,9035,T/SOAP SAVLON 75G,108,152,44
April,2022,I/009038Y,9038,SOAP MARGO 125 GMS,123,505,382
April,2022,I/009043A,9043,T/SOAP CINTHOL GODREJ,197,358,161
April,2022,I/009045E,9045,SOAP PEARS  SOFT & FRESH 80 GMS.,108,0,0
April,2022,I/009050S,9050,SOAP REXONA 100 GMS.,9,11,2
April,2022,I/009064S,9064,SOAP DETTOL COOL 70 GM,325,1169,844
April,2022,I/009065A,9065,SOAP LIRIL 75 GMS. NEW,29,29,0
April,2022,I/009066H,9066,HAMAM 150G,221,385,269
April,2022,I/009071K,9071,SANTOOR ORANGE SOAP 150 GM[S,390,2,12
April,2022,I/009075G,9075,SOAP GODREJ CINTHOL FRSH LIME 125G,14,14,0
April,2022,I/009076G,9076,SOAP CINTHOL  125 GM  GODREJ DEO,4,4,0
April,2022,I/009083K,9083,MYSORE SANDAL GOLD SOAP 125 GMS,50,124,74
April,2022,I/009084H,9084,HIMALAYA BABY CARE GIFT PACK,8,0,0
April,2022,I/009085A,8602,T/SOAP DETTOL 75G,143,0,337
April,2022,I/009089D,9089,SOAP DETTOLE COOL 125GMS,147,0,153
April,2022,I/009090P,9090,PATHANJALI SOMYA BODY CLEAN 75GM,144,375,375
April,2022,I/009091E,9091,SOAP WILD STONE 125GM FOREST,151,542,391
April,2022,I/009092T,9092,SOAP WILD STONE SOAP 125GM MUSK,38,235,317
April,2022,I/009095T,9095,SOAP LIFEBOUY TOTAL 104 GMS.,126,1,1
April,2022,I/009099D,9099,DETTOL LIQ/ PUMP 225 ML,129,129,48
April,2022,I/009102S,9102,DETTOL SKIN CARE LIQ SOAP 225 ML,86,213,127
April,2022,I/009109D,9109,DETTOL LIQ H/WASH SKIN CARE  185 ML,48,48,0
April,2022,I/009110J,9110,SAVLON LIQUID HAND WASH 250ML,30,22,16
April,2022,I/009111J,9111,SAVLONSOAP ALOE VERA 125G,70,82,108
April,2022,I/009115D,9999,DETTOL INSTANT HAND SANITIZER,13,16,3
April,2022,I/009123D,9123,DETTOL RE-ENARGY SOAP 120G,71,14,87
April,2022,I/009125G,9125,SAFERON MILK CREAM  NO1,23,23,0
April,2022,I/009141F,9141,FIAMA SHOVER GEL,14,75,61
April,2022,I/009143D,9143,BABY DOVE  SOAP 75 GM,86,0,45
April,2022,I/009145T,9145,MEDIMIX- TURMERIC,22,180,158
April,2022,I/009146T,9146,MEDIMIX-SANDLE B/BAR 125 GM,56,129,73
April,2022,I/009162M,9162,MYSORE SANDAL BATH TABLET 150GM,78,59,81
April,2022,I/009163M,9163,SOAP MYSORE SANDLE JASMINE 150G,26,15,19
April,2022,I/009170Y,9170,SOAP NIRMA BEAUTY COL.100 GMS,47,47,0
April,2022,I/009172T,9172,SOAP GENTEEL LIQUID 500 GMS.,9,54,69
April,2022,I/009173K,9173,SOAP SANTOOR 100 GMS,7,7,0
April,2022,I/009180H,9180,SOAP MYSORE SANDAL 75 GMS.,14,16,2
April,2022,I/009203R,9203,D/BAR RIN 250G,484,10,6
April,2022,I/009211L,9211,BAR SURF EXCEL 250 GMS.,482,2,0
April,2022,I/009234S,9234,SUPER NIRMA DETERGENT CAKE 250GM,260,200,0
April,2022,I/009237W,9237,ARIEL 2KG W/POWDER,6,6,0
April,2022,I/009247Y,9247,SURF EXCEL MATIC 1 KG TOP LOAD,24,0,0
April,2022,I/009249T,9249,BAR SURF EXCEL 400 GM,210,0,0
April,2022,I/009252A,9252,D/ PDR  ADMIRAL PLUS 1KG,46,46,0
April,2022,I/009253D,9253,D/PDR ARIEL COMP 1 KG,32,0,0
April,2022,I/009254E,9254,DET PDR ARIEL 500GM,1,1,0
April,2022,I/009255L,9255,SURF EXCEL  Q/ WASH 500 GMS,65,3,2
April,2022,I/009259U,9259,UJALA DETERGENT PDR 900G,14,14,0
April,2022,I/009260T,9260,W/POWDER NIRMA 1 Kg.,27,3,1
April,2022,I/009263U,9263,UJALA TECHNO BRITE DET PDR 1 KG,15,15,0
April,2022,I/009266H,9266,HENKO DETERGENT PDR 500G,1,3,2
April,2022,I/009267H,9267,HENKO DETERGENT PDR 3.KG,14,15,1
April,2022,I/009269G,9269,GHADI DETERGENT 1.5 KG,59,63,4
April,2022,I/009270G,9270,GHADI DETRGEN 500 GM,3,3,0
April,2022,I/009275E,9275,EZEE FABRIC CONDITIONER 500G,25,78,53
April,2022,I/009281S,9281,SURF EXCEL BLUE 1 KG,4,7,3
April,2022,I/009284X,9284,DET/POWDER TIDE 425 GM,93,2,5
April,2022,I/009285A,9285,SURF  EXCEL BLUE 500 GMS,59,0,1
April,2022,I/009291Y,9291,SURF EXCEL BLUE 1.5 KG,40,0,0
April,2022,I/009292M,9292,MR. WHITE DET PDR 3KG ACTIVE POWER,4,4,0
April,2022,I/009297R,9297,RIN POWDER 4 KG,1,4,2
April,2022,I/009298E,9298,RIN   DET POWDER  1 KG,24,3,4
April,2022,I/009299R,9299,RIN FABRIC WHITNER ALA 500ML,3,3,0
April,2022,I/009306H,9306,HENKO BAR 400GM,287,287,0
April,2022,I/009320H,9320,HENKO DETERGENT PDR 5KG,2,2,0
April,2022,I/009321L,9321,W/PWDR HENKO STAIN 1 KG,4,4,0
April,2022,I/009322P,9322,W/POWDER HENKO MATIC 1 KG,1,1,0
April,2022,I/009323H,9323,W/PWDR MR WHITE 1 KG,24,0,0
April,2022,I/009324Y,9324,W/POWDER TIDE 1KG,50,2,0
April,2022,I/009330F,9330,FENA ULTRA DETERGENT PDR 4KG,9,9,0
April,2022,I/009340D,9340,SOAP HENKO BAR 250G,287,227,0
April,2022,I/009342S,9342,SURF EXCEL DETERGENT LIQUID 1050ML,57,33,0
April,2022,I/009343S,9343,SURF EXCELMATIC TOP LOAD LIQ 1.2,26,26,0
April,2022,I/009351A,9351,LAKME ROSE PDR 40GM,2,2,0
April,2022,I/009370H,9370,HENKO MATIC DT PDR TOP LOAD 1KG,12,12,0
April,2022,I/009371H,9371,HENKO MATIC  DT PDR FRONT LOAD  1KG,12,12,0
April,2022,I/009372H,9372,HENKO MATIC FRONT LOAD 2KG,19,19,0
April,2022,I/009400K,9400,ICE COLD COLONGE TALC 300GM,30,30,0
April,2022,I/009420L,9420,T/PDR  NYCIL 200G,35,35,0
April,2022,I/009421P,9421,PRICKLY HEAT NYCIL SANDLWOOD,26,26,0
April,2022,I/009423F,9423,FA TALC 400G,23,27,4
April,2022,I/009427E,9427,T/PDR WILD STONE 300GMS  ULTRA,10,52,42
April,2022,I/009428T,9428,T/PDR WILD STONE 300GMS HYDRA,51,51,0
April,2022,I/009429U,9429,T/PDR WILD STONE 100GMS ULTRA,15,15,0
April,2022,I/009434H,9434,HIMAINI TALC PDR ICE COOL 100GM,26,26,0
April,2022,I/009438G,9438,DARMICOOL PDR 100 GMS,37,37,0
April,2022,I/009439I,9439,DERMI COOL PDR SANDSL 150G,11,11,0
April,2022,I/009455H,9455,T/POWDER JOHNSON BABY 100 GMS,14,0,2
April,2022,I/009460X,9460,J&J SHOWER TO SHOWER 150GM,15,31,16
April,2022,I/009479H,9479,CINTHOL TALC 300 GM,16,20,4
April,2022,I/009485R,9485,TALC SEDRET TEMPTATION 300GM,14,80,66
April,2022,I/009498S,9498,HIMALAYA PROTIEN SHAMPOO 400ML,32,0,0
April,2022,I/009502P,9502,SHMPOO SUNSILK BLCK 340 ML,30,0,0
April,2022,I/009519L,9519,SHAMPOO PANTENE 180ML HAIR FALL,56,0,0
April,2022,I/009521H,9521,SHAMPOO CLINIC PLUS 175 ML,48,0,0
April,2022,I/009526H,9526,SHAMPOO H/SHOULDER 170ML,56,0,0
April,2022,I/009538V,9538,VATIKA SHAMPOO 200 ML,14,14,0
April,2022,I/009566N,9566,NYLE SHAMPOO  SHIKAKAI 450ML,11,11,0
April,2022,I/009567N,9567,NYLE HERBAL REETHA SHAMPOO 450ML,10,10,0
April,2022,I/009584E,9584,SHAMPOO SUNSILK 180 ML,14,14,0
April,2022,I/009595E,9595,H/OIL SILK N SHINE 100ML,26,141,115
April,2022,I/009597P,9597,H/OIL HAIR & CARE 100 ML,62,62,0
April,2022,I/009599Y,9599,HAIR  N CARE NON STKY 300MLH/OIL,6,9,3
April,2022,I/009611S,9611,HIMANI NAVRATNA H OIL 200ML,60,60,0
April,2022,I/009612T,9612,HIMANI NAVRATNA H OIL 300ML,80,80,0
April,2022,I/009617P,9617,PATANJALI KESH KANTI HAIR CLEANSER,2,2,0
April,2022,I/009619L,9619,LIVON 100ML,4,4,0
April,2022,I/009641D,9641,CLEAR ANTI DANDRUFF HAIR OIL 150 ML,45,78,33
April,2022,I/009648S,9648,SESA OIL 100 ML,1,35,34
April,2022,I/009654K,9654,SESA HAIR FOOD 50 ML,3,14,11
April,2022,I/009657L,9657,H/OIL CLINIC PLUS 200 ML,41,0,19
April,2022,I/009660D,9660,H/OIL SHANTI AMLA 300ML,12,12,0
April,2022,I/009662L,9662,H/OIL DABUR AMLA 200 ML.,36,0,0
April,2022,I/009670B,9670,H/O BRAHMI AMLA 400ML,48,0,0
